Epoch,Iteration,EMFL,FLSH,FLSD,SDPM,FLLF,gpUtility,acqOptimum,inBounds,Elapsed,Score,errorMessage
0,1,38.3654701975547,8.67082647027448,14.7544373280217,19.1076147059852,14.473983467769,,FALSE,TRUE,0.263,-9.60595464371092,
0,2,35.0266722562909,9.38263647766411,13.6655167701462,21.4040726256179,22.3778554517688,,FALSE,TRUE,0.207,-7.19980476306443,
0,3,26.0012968816888,6.9060467647668,16.6782380038768,29.0986659574235,24.4871606434812,,FALSE,TRUE,0.212000000000001,-10.2064006973533,
0,4,35.6736526842136,5.62632399825659,13.6294667066605,30.9900314046565,20.4680227898061,,FALSE,TRUE,0.223,-8.93959918953749,
0,5,32.2524483864382,5.38895468719117,15.3796536215482,28.8002063422522,25.4270564443752,,FALSE,TRUE,0.212000000000001,-8.06552271770234,
0,6,45.9756928003393,6.10142400863208,12.5143173894077,20.4436961174069,12.1773676295648,,FALSE,TRUE,0.219,-15.5510495561702,
0,7,48.9333785599424,6.35284027869348,14.6524749079399,37.2073964359297,19.7618427755137,,FALSE,TRUE,0.242000000000001,-23.0728963368524,
0,8,20.3810507175652,3.96680012652092,15.0957807624864,35.898273464854,12.7813945523987,,FALSE,TRUE,0.217000000000001,-16.1702214698802,
0,9,36.4462699732976,3.88784105007909,17.7221824669873,28.3852991312102,26.1256562811032,,FALSE,TRUE,0.219999999999999,-10.0249535234478,
0,10,48.5135061738081,8.94344258626551,7.51344447827141,32.3752963952109,23.651874385681,,FALSE,TRUE,0.222,-19.2903424022236,
0,11,44.2704775788309,9.02455869804602,16.4096399191179,25.4486937808979,25.7688513418456,,FALSE,TRUE,0.220000000000001,-17.6620933567937,
0,12,47.1675795589807,4.12545541843306,8.65689211873396,18.9154279345443,12.5212795553118,,FALSE,TRUE,0.215,-14.2079758047221,
0,13,49.0383871909836,3.36224909161218,17.2937291995395,19.4699674007425,11.1958297182748,,FALSE,TRUE,0.229000000000001,-20.4092954669296,
0,14,20.0403595508123,8.50501993348822,10.8825690050441,25.051148337964,16.5122110592085,,FALSE,TRUE,0.186,-17.0600872897191,
0,15,32.8715547642857,9.15465214033332,11.1351825276203,30.9465160662541,17.7568904724962,,FALSE,TRUE,0.218,-8.37510937007708,
0,16,24.0227267540386,4.20937951951474,16.37879934764,21.9104433411296,19.1384135308093,,FALSE,TRUE,0.198,-11.8795876382891,
0,17,37.1616604014533,4.2972554831421,13.3444953163137,30.2491719443322,26.3331294688367,,FALSE,TRUE,0.220000000000001,-9.2109667228072,
0,18,35.5360798032675,6.31337706532981,9.28663696789125,32.308711991983,12.9779058734683,,FALSE,TRUE,0.216000000000001,-8.70920310375819,
0,19,46.0569348042225,3.80373797116987,13.4572108991444,33.4961593354732,17.2128575512092,,FALSE,TRUE,0.231999999999999,-18.0419841334,
0,20,44.6369435284007,7.75060554848984,14.027272304183,32.7569556375907,23.1534931251692,,FALSE,TRUE,0.225000000000001,-17.7813423094604,
0,21,34.0280354480865,9.0963812270565,6.80058295682014,25.4361609766289,25.8211425554793,,FALSE,TRUE,0.205,-7.80122823187064,
0,22,49.49358938355,4.33932985627651,10.4852042450331,36.7771344219887,23.1269858354877,,FALSE,TRUE,0.229000000000001,-20.8255857556985,
0,23,26.7845348696737,6.07148833960481,14.2470602451405,35.4879787411279,19.7908198211546,,FALSE,TRUE,0.215,-11.4536482856966,
0,24,34.1970427534403,6.64367939799745,8.584974250308,25.1229365660984,20.9996015797253,,FALSE,TRUE,0.205,-7.2221520363488,
0,25,22.2020749175968,8.53436239972338,8.66889805509185,29.0673641926114,19.5294814641937,,FALSE,TRUE,0.206999999999999,-14.855216520988,
0,26,49.529087344585,3.03291139775608,17.7805744294683,21.0982153536781,20.2084888778889,,FALSE,TRUE,0.228999999999999,-21.6701529323553,
0,27,32.6145066779573,9.03069584182184,13.1574032250786,20.0636431689345,24.3590136424435,,FALSE,TRUE,0.205,-6.6165422454444,
0,28,49.4398753963178,5.36103672206029,12.2887960300205,19.7529660612316,19.1948143903806,,FALSE,TRUE,0.222000000000001,-18.7634070566316,
0,29,21.101300473446,4.82714503142424,6.68031369058706,30.6126953972998,21.7384833319869,,FALSE,TRUE,0.196999999999999,-17.8693034051251,
0,30,48.2399204683909,5.56029775279202,16.1374718679808,33.2321985898307,22.9303318260616,,FALSE,TRUE,0.231,-22.1951493874665,
0,31,40.5348578653066,5.22050462293252,11.4221088925027,29.8461706296395,27.5779026908916,,FALSE,TRUE,0.219999999999999,-11.1611569099553,
0,32,50.4421454331279,5.87055387192871,9.29103601658018,35.0239587519202,9.65504128821776,,FALSE,TRUE,0.231000000000002,-21.5647451195773,
0,33,30.0589847079758,5.35720991647989,7.66256990556139,21.2865179317771,19.5441733231506,,FALSE,TRUE,0.196,-10.082500186241,
0,34,39.1921478910418,9.21294207996689,16.2830318323529,31.1349489421817,16.2585872309923,,FALSE,TRUE,0.226000000000001,-13.4161179220937,
0,35,23.403297876101,2.76214938630536,17.2325124373351,20.4852583387255,10.6587633752555,,FALSE,TRUE,0.205,-12.661641529829,
0,36,27.1417826169264,4.24459598409943,11.3439389533387,20.9446629794635,11.69047224838,,FALSE,TRUE,0.197000000000001,-11.3464905117614,
0,37,44.4521318175225,8.68964512498397,12.7973940004624,26.2496402236691,20.0029521406163,,FALSE,TRUE,0.224,-16.1612826735147,
0,38,22.8764138189238,3.72990758955665,17.8934158725821,29.591398534982,24.1662603950274,,FALSE,TRUE,0.215,-12.907914566952,
0,39,45.5399948304519,6.18676722858846,7.04971069196006,30.9800171368377,26.1394750912063,,FALSE,TRUE,0.233999999999998,-14.6908721776728,
0,40,28.0026728511089,8.63493542750925,7.64997645298077,30.4997793847462,7.02395631153777,,FALSE,TRUE,0.207999999999998,-10.2899071005658,
0,41,38.0301114143012,5.86221266068984,13.0009516253148,34.8606721699412,11.667382173019,,FALSE,TRUE,0.225999999999999,-10.9967654565813,
0,42,38.2948055600142,4.44959965524264,8.16547458004148,20.583270742491,21.2206586283399,,FALSE,TRUE,0.212,-7.2011903156939,
0,43,29.1392760658963,4.17489361749031,16.9093600694352,36.420104287134,25.8872187164845,,FALSE,TRUE,0.239999999999998,-10.8082054982814,
0,44,22.2975351174781,4.11779802639224,12.56736036324,28.0715219070204,25.1408829233173,,FALSE,TRUE,0.204000000000001,-14.5817212624844,
0,45,38.4200256611407,6.14888973482698,18.1181293958676,34.229509121654,19.5098430619662,,FALSE,TRUE,0.238,-13.247150098274,
0,46,23.3197110609943,5.84647869701032,9.08347011991485,24.0434041790373,15.7190755917924,,FALSE,TRUE,0.193999999999999,-15.5737397016665,
0,47,37.4530032899836,5.7276097731106,14.718621598786,30.8359358383983,25.5906485622778,,FALSE,TRUE,0.226000000000003,-10.4350328106463,
0,48,44.9840502950363,5.1194395716358,6.34286462077871,28.6938238172763,9.02469946046185,,FALSE,TRUE,0.215,-13.1817117822806,
0,49,25.7577975997608,2.90431555010285,6.82814115398796,31.5066126673482,18.2658388062002,,FALSE,TRUE,0.210000000000001,-13.5305768967478,
0,50,31.6124320863467,8.43206198086124,12.5918531182053,17.2892980630248,12.5511312687915,,FALSE,TRUE,0.195,-7.13768509470797,
0,51,49.6939339916874,8.98309304304514,6.5677207065589,34.5610897484963,20.1851711007243,,FALSE,TRUE,0.229000000000003,-20.5107726302748,
0,52,41.1219096658006,4.30276426763739,13.7881830824137,23.75813465385,26.7283127822331,,FALSE,TRUE,0.226999999999997,-11.3205161351437,
0,53,25.3228920141747,6.71602766341902,8.42302745271765,23.7443276966456,24.5521058161132,,FALSE,TRUE,0.202000000000002,-13.3602393118229,
0,54,47.599583778833,6.30582617151458,16.8461590604315,32.1807955717784,28.7604465491488,,FALSE,TRUE,0.23,-21.6790921510479,
0,55,33.5716564759566,7.34229470190313,8.28823282172787,23.9453506346006,26.6945917670295,,FALSE,TRUE,0.204000000000001,-7.28192237122249,
0,56,41.5624247591756,4.6688011354031,8.06726042544528,34.5458292062918,15.9845646511239,,FALSE,TRUE,0.225999999999999,-12.0388081214929,
0,57,43.0812399861077,3.27108005188406,7.35117515523452,20.0500982789468,8.4255103290343,,FALSE,TRUE,0.215,-9.66807734462707,
0,58,47.7126770462375,4.32834439346567,16.9938832609524,27.9038492757041,17.83531371016,,FALSE,TRUE,0.231999999999999,-20.678319749175,
0,59,48.8629946413217,3.57149585073162,8.69353568160208,24.9374854441412,21.4524138641282,,FALSE,TRUE,0.222000000000001,-17.1909155690739,
0,60,35.247067219764,4.85258799608611,17.3400170649641,25.7190279978211,13.9856793696788,,FALSE,TRUE,0.224,-8.65508954379556,
0,61,22.0916508689011,4.37489458728209,9.00427087530377,16.4520683831215,23.978233877747,,FALSE,TRUE,0.179000000000002,-19.6426093883755,
0,62,45.671469831164,7.75583820817061,9.40182991873939,31.3488911897584,20.5658010865416,,FALSE,TRUE,0.227999999999998,-16.6234842000593,
0,63,29.2902506372053,9.14832436933089,13.5318985714443,26.0232239870587,10.3813176880823,,FALSE,TRUE,0.207999999999998,-8.06115861860949,
0,64,21.7383262110641,8.21595155087765,8.79216245873773,32.9457749454974,24.5498781393195,,FALSE,TRUE,0.201000000000001,-15.0914870721181,
0,65,47.3545739096589,7.42068251592107,17.6446810646466,20.7691871054791,22.0175116534985,,FALSE,TRUE,0.229000000000003,-20.2483823461124,
0,66,22.9060957480408,3.86720839554258,14.8755947620224,36.7172279164108,24.7247840831027,,FALSE,TRUE,0.234999999999999,-14.5733112660276,
0,67,38.8475115807634,5.37384407118429,16.075836095406,18.7919607300864,22.5926223456598,,FALSE,TRUE,0.239999999999998,-9.39878839228351,
0,68,47.8296599393571,6.20455848174263,8.05691843516135,24.1369060529047,8.96663941409788,,FALSE,TRUE,0.222000000000001,-16.2426394883224,
0,69,23.0952424982702,9.05589718788583,18.3170572868915,22.2555898395716,16.3568798184511,,FALSE,TRUE,0.207000000000001,-10.7209818908142,
0,70,32.8495571897784,8.61031112067122,8.97417149190034,29.9317077851127,13.9007736810338,,FALSE,TRUE,0.215000000000003,-8.37746588625573,
0,71,40.4254758035857,6.84486675347667,18.3635839300329,16.9109616968868,8.14161282329296,,FALSE,TRUE,0.225999999999999,-12.2666423999733,
0,72,37.9132534699095,5.36947512933146,15.0763343571429,29.7101482024591,13.7202950420731,,FALSE,TRUE,0.231000000000002,-10.5252032577352,
0,73,31.3420262836525,4.30517810249701,15.5134171256929,27.7897378308087,15.6847908883879,,FALSE,TRUE,0.222000000000001,-8.23043214187665,
0,74,42.3761814755388,5.83767425816692,17.8727253158804,24.495620932107,17.6002701878111,,FALSE,TRUE,0.232999999999997,-15.2819985074732,
0,75,44.4259384458512,4.90557208331861,15.6291151960695,37.4917828788719,25.9695375906304,,FALSE,TRUE,0.236000000000001,-18.3223711728276,
0,76,26.9740574382199,6.45356048379,17.2105737331486,28.5400533161883,7.62861207255046,,FALSE,TRUE,0.216999999999999,-9.95584315141382,
0,77,39.4896049173037,5.74561448409222,14.1741304069746,22.8005520374107,25.8433108443482,,FALSE,TRUE,0.217000000000002,-10.2977246899501,
0,78,25.5672736589378,6.89308632441145,7.22419988923008,20.8130086040997,16.0979043535655,,FALSE,TRUE,0.192,-14.6288593117764,
0,79,49.8216931356862,7.61509679507278,17.3891406624869,34.1257938191004,19.1744381533121,,FALSE,TRUE,2.247,-25.5355323283758,
